key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
Retinopathy__03,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__04,Means,means,2.0,4.684133478814331,99.8262380538662,True,qualifies,1151,0.6666794423754023,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Retinopathy__04,Means,means,2.0,4.684133478814331,99.8262380538662,True,qualifies,1151,0.6666794423754023,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Retinopathy__04,Five-number,five_number,10.0,3.4672131147541023,99.13119026933101,True,qualifies,1151,0.4934786159266428,2.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,3.0,False,3.0,False
Retinopathy__04,Five-number,five_number,10.0,3.4672131147541023,99.13119026933101,True,qualifies,1151,0.4934786159266428,2.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,4.0,False,3.0,False
Retinopathy__04,Binned,bins_4,10.0,4.467102993910444,99.13119026933101,True,qualifies,1151,0.635790108561881,3.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,5.0,False,5.0,False
Retinopathy__04,Binned,bins_4,10.0,4.467102993910444,99.13119026933101,True,qualifies,1151,0.635790108561881,3.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,6.0,False,5.0,False
Retinopathy__04,Density,density_8,18.0,6.528306452931808,98.43614248479582,True,qualifies,1151,0.9291553550685727,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
Retinopathy__04,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__04,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__05,Means,means,2.0,4.132518033581864,99.8262380538662,True,qualifies,1151,0.6887530055969773,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Retinopathy__05,Means,means,2.0,4.132518033581864,99.8262380538662,True,qualifies,1151,0.6887530055969773,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Retinopathy__05,Binned,bins_4,10.0,4.7943776720174185,99.13119026933101,True,qualifies,1151,0.7990629453362365,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Retinopathy__05,Binned,bins_4,10.0,4.7943776720174185,99.13119026933101,True,qualifies,1151,0.7990629453362365,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Retinopathy__05,Five-number,five_number,10.0,5.268852459016401,99.13119026933101,True,qualifies,1151,0.8781420765027335,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
Retinopathy__05,Five-number,five_number,10.0,5.268852459016401,99.13119026933101,True,qualifies,1151,0.8781420765027335,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
Retinopathy__05,Density,density_8,18.0,4.987672864020695,98.43614248479582,True,qualifies,1151,0.8312788106701158,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
Retinopathy__05,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__05,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__06,Binned,bins_4,10.0,30.155552916571338,99.13119026933101,True,qualifies,1151,0.8980465616222972,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
Retinopathy__06,Binned,bins_4,10.0,30.155552916571338,99.13119026933101,True,qualifies,1151,0.8980465616222972,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
Retinopathy__06,Density,density_8,18.0,21.68550993243015,98.43614248479582,True,qualifies,1151,0.6458046942705277,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
Retinopathy__06,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,12.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__06,Means,means,2.0,44.621784410914586,0.0,False,does_not_qualify,1151,1.3288577455216322,13.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__06,Five-number,five_number,10.0,101.20050503606552,0.0,False,does_not_qualify,1151,3.013798680246912,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__06,Five-number,five_number,10.0,101.20050503606552,0.0,False,does_not_qualify,1151,3.013798680246912,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__06,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__06,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__07,Binned,bins_4,10.0,11.187504437684467,99.13119026933101,True,qualifies,1151,0.7519312560786581,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
Retinopathy__07,Binned,bins_4,10.0,11.187504437684467,99.13119026933101,True,qualifies,1151,0.7519312560786581,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
Retinopathy__07,Five-number,five_number,10.0,12.68561999628951,99.13119026933101,True,qualifies,1151,0.8526221581477904,2.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,3.0,False,3.0,False
Retinopathy__07,Five-number,five_number,10.0,12.68561999628951,99.13119026933101,True,qualifies,1151,0.8526221581477904,2.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,4.0,False,3.0,False
Retinopathy__07,Density,density_8,18.0,10.946219692062918,98.43614248479582,True,qualifies,1151,0.7357140967596686,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
Retinopathy__07,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,13.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
Retinopathy__07,Means,means,2.0,15.798349299226249,0.0,False,does_not_qualify,1151,1.0618340040627767,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
Retinopathy__07,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__07,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__08,Binned,bins_4,10.0,3.9378642478972203,99.13119026933101,True,qualifies,1151,0.5062345503153337,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
Retinopathy__08,Binned,bins_4,10.0,3.9378642478972203,99.13119026933101,True,qualifies,1151,0.5062345503153337,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
Retinopathy__08,Density,density_8,18.0,3.0962227151470856,98.43614248479582,True,qualifies,1151,0.39803680757039556,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
Retinopathy__08,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,12.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__08,Means,means,2.0,8.017589249551461,0.0,False,does_not_qualify,1151,1.0307060967190744,13.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__08,Five-number,five_number,10.0,20.818450950000038,0.0,False,does_not_qualify,1151,2.6763287130994495,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__08,Five-number,five_number,10.0,20.818450950000038,0.0,False,does_not_qualify,1151,2.6763287130994495,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__08,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__08,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__09,Means,means,2.0,2.498252609688052,99.8262380538662,True,qualifies,1151,0.9652263670850996,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
Retinopathy__09,Means,means,2.0,2.498252609688052,99.8262380538662,True,qualifies,1151,0.9652263670850996,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
Retinopathy__09,Density,density_16,34.0,1.0237387470011168,97.04604691572546,True,qualifies,1151,0.39553231237714004,2.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
Retinopathy__09,Binned,bins_16,34.0,1.04581666925254,97.04604691572546,True,qualifies,1151,0.4040623515752936,3.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,4.0,False,4.0,False
Retinopathy__09,Binned,bins_16,34.0,1.04581666925254,97.04604691572546,True,qualifies,1151,0.4040623515752936,3.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,5.0,False,4.0,False
Retinopathy__09,Five-number,five_number,10.0,18.251297855737697,0.0,False,does_not_qualify,1151,7.051582316202,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__09,Five-number,five_number,10.0,18.251297855737697,0.0,False,does_not_qualify,1151,7.051582316202,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__09,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__09,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__10,Density,density_8,18.0,1.2135259882743177,98.43614248479582,True,qualifies,1151,0.7657381702248954,1.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,1.0,True,1.0,True
Retinopathy__10,Binned,bins_32,66.0,1.1762944326591722,94.2658557775847,True,qualifies,1151,0.7422449582567614,3.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,2.0,False,2.0,False
Retinopathy__10,Binned,bins_32,66.0,1.1762944326591722,94.2658557775847,True,qualifies,1151,0.7422449582567614,3.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,3.0,False,2.0,False
Retinopathy__10,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,8.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__10,Means,means,2.0,2.596062257901488,0.0,False,does_not_qualify,1151,1.6381222836292735,10.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__10,Five-number,five_number,10.0,32.62994584999999,0.0,False,does_not_qualify,1151,20.589583800547604,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__10,Five-number,five_number,10.0,32.62994584999999,0.0,False,does_not_qualify,1151,20.589583800547604,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__10,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__10,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__11,Density,density_32,66.0,0.36797105608437675,94.2658557775847,True,qualifies,1151,0.5456176996598153,1.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,1.0,True,1.0,True
Retinopathy__11,Binned,bins_32,66.0,0.5009289023218677,94.2658557775847,True,qualifies,1151,0.7427640594517352,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,2.0,False,2.0,False
Retinopathy__11,Binned,bins_32,66.0,0.5009289023218677,94.2658557775847,True,qualifies,1151,0.7427640594517352,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,3.0,False,2.0,False
Retinopathy__11,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__11,Means,means,2.0,1.3028633403588532,0.0,False,does_not_qualify,1151,1.9318511252001769,9.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__11,Five-number,five_number,10.0,13.244553499999999,0.0,False,does_not_qualify,1151,19.63867183084723,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__11,Five-number,five_number,10.0,13.244553499999999,0.0,False,does_not_qualify,1151,19.63867183084723,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__11,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__11,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__12,Binned,bins_16,34.0,0.35060151902427106,97.04604691572546,True,qualifies,1151,0.9555080970447304,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
Retinopathy__12,Binned,bins_16,34.0,0.35060151902427106,97.04604691572546,True,qualifies,1151,0.9555080970447304,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
Retinopathy__12,Density,density_64,130.0,0.26860564197360254,88.70547350130322,True,qualifies,1151,0.7320415112060815,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
Retinopathy__12,Observations,raw,1151.0,0.0,0.0,True,qualifies,1151,0.0,7.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
Retinopathy__12,Means,means,2.0,0.7761635096653938,0.0,False,does_not_qualify,1151,2.115308913035824,12.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
Retinopathy__12,Five-number,five_number,10.0,3.4382029475409843,0.0,False,does_not_qualify,1151,9.37026960066035,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
Retinopathy__12,Five-number,five_number,10.0,3.4382029475409843,0.0,False,does_not_qualify,1151,9.37026960066035,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
Retinopathy__12,,,,,,,not_applicable,1151,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Retinopathy__12,,,,,,,not_applicable,1151,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
Retinopathy__13,Binned,bins_32,66.0,0.0821203822615707,94.2658557775847,True,qualifies,1151,0.5904492010646311,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
Retinopathy__13,Binned,bins_32,66.0,0.0821203822615707,94.2658557775847,True,qualifies,1151,0.5904492010646311,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
