record,participant,time_s,hr_5s
s6_walk,s6,317.5,91.42857142857143
s6_walk,s6,322.5,88.78612716763006
s6_walk,s6,327.5,86.77966101694915
s6_walk,s6,332.5,90.3529411764706
s6_walk,s6,337.5,86.78243105209397
s8_run,s8,2.5,72.11267605633803
s8_run,s8,7.5,73.31784005468216
s8_run,s8,12.5,80.00217019775927
s8_run,s8,17.5,89.82456140350877
s8_run,s8,22.5,90.88757396449704
s8_run,s8,27.5,89.8737382378101
s8_run,s8,32.5,89.30232558139535
s8_run,s8,37.5,86.08351648351649
s8_run,s8,42.5,102.06092715231787
s8_run,s8,47.5,123.1637693245237
s8_run,s8,52.5,87.11612407075108
s8_run,s8,57.5,94.23667570009033
s8_run,s8,62.5,92.8105147864184
s8_run,s8,67.5,91.97604790419162
s8_run,s8,72.5,90.88757396449704
s8_run,s8,77.5,91.97934595524957
s8_run,s8,82.5,93.66201896263246
s8_run,s8,87.5,88.78612716763006
s8_run,s8,92.5,88.78612716763006
s8_run,s8,97.5,84.3956043956044
s8_run,s8,102.5,82.58064516129032
s8_run,s8,107.5,87.77142857142857
s8_run,s8,112.5,82.13903743315508
s8_run,s8,117.5,86.29213483146067
s8_run,s8,122.5,84.3956043956044
s8_run,s8,127.5,92.53012048192771
s8_run,s8,132.5,87.27272727272727
s8_run,s8,137.5,88.27586206896552
s8_run,s8,142.5,90.08875128998969
s8_run,s8,147.5,90.10734929810074
s8_run,s8,152.5,94.23312883435582
s8_run,s8,157.5,92.8105147864184
s8_run,s8,162.5,86.29213483146067
s8_run,s8,167.5,86.77966101694915
s8_run,s8,172.5,83.02702702702703
s8_run,s8,177.5,84.86187845303867
s8_run,s8,182.5,77.57575757575758
s8_run,s8,187.5,85.81005586592178
s8_run,s8,192.5,84.3956043956044
s8_run,s8,197.5,88.78612716763006
s8_run,s8,202.5,87.77142857142857
s8_run,s8,207.5,83.47826086956522
s8_run,s8,212.5,83.93442622950819
s8_run,s8,217.5,86.77966101694915
s8_run,s8,222.5,87.27272727272727
s8_run,s8,227.5,80.84210526315789
s8_run,s8,232.5,86.29213483146067
s8_run,s8,237.5,86.77966101694915
s8_run,s8,242.5,86.77966101694915
s8_run,s8,247.5,84.3956043956044
s8_run,s8,252.5,89.82763337893297
s8_run,s8,257.5,90.3529411764706
s8_run,s8,262.5,85.33333333333333
s8_run,s8,267.5,85.81005586592178
s8_run,s8,272.5,83.47826086956522
s8_run,s8,277.5,88.27586206896552
s8_run,s8,282.5,83.02702702702703
s8_run,s8,287.5,90.88757396449704
s8_walk,s8,2.5,80.01953601953602
s8_walk,s8,7.5,84.86187845303867
s8_walk,s8,12.5,77.38084361199938
s8_walk,s8,17.5,72.11267605633803
s8_walk,s8,22.5,76.8019200480012
s8_walk,s8,27.5,69.97758405977584
s8_walk,s8,32.5,74.04516308893226
s8_walk,s8,37.5,76.04705882352941
s8_walk,s8,42.5,72.11426556162934
s8_walk,s8,47.5,74.5631067961165
s8_walk,s8,52.5,70.45871559633028
s8_walk,s8,57.5,75.66502463054188
s8_walk,s8,62.5,77.97155225726655
s8_walk,s8,67.5,72.97282657759321
s8_walk,s8,72.5,77.1859296482412
s8_walk,s8,77.5,72.28275312250864
s8_walk,s8,82.5,76.41980198019802
s8_walk,s8,87.5,72.47863247863248
s8_walk,s8,92.5,78.76923076923077
s8_walk,s8,97.5,73.49450549450549
s8_walk,s8,102.5,77.96954314720813
s8_walk,s8,107.5,78.36734693877551
s8_walk,s8,112.5,72.8027495114226
s8_walk,s8,117.5,77.19372679748466
s8_walk,s8,122.5,71.11263530168256
s8_walk,s8,127.5,77.18787878787879
s8_walk,s8,132.5,70.13698630136986
s8_walk,s8,137.5,76.8019200480012
s8_walk,s8,142.5,72.45283018867924
s8_walk,s8,147.5,74.5631067961165
s8_walk,s8,152.5,71.45577289250477
s8_walk,s8,157.5,77.57575757575758
s8_walk,s8,162.5,73.67965766346109
s8_walk,s8,167.5,74.20289855072464
s8_walk,s8,172.5,67.66519823788546
s8_walk,s8,177.5,71.77726826072715
s8_walk,s8,182.5,69.6888888888889
s8_walk,s8,187.5,76.8019200480012
s8_walk,s8,192.5,75.29411764705883
s8_walk,s8,197.5,76.61276680431862
s8_walk,s8,202.5,70.62106286728957
s8_walk,s8,207.5,69.34572581631406
s8_walk,s8,212.5,73.6728778467909
s8_walk,s8,217.5,68.26666666666667
s8_walk,s8,222.5,72.45444229357186
s8_walk,s8,227.5,69.98629966371902
s8_walk,s8,232.5,78.76923076923077
s8_walk,s8,237.5,73.84615384615384
s8_walk,s8,242.5,67.36842105263158
s8_walk,s8,247.5,71.28569582633415
s8_walk,s8,252.5,69.66881968157321
s8_walk,s8,257.5,79.58549222797927
s8_walk,s8,262.5,81.26984126984127
s8_walk,s8,267.5,82.58064516129032
s8_walk,s8,272.5,72.49315434448675
s8_walk,s8,277.5,76.8
s8_walk,s8,282.5,71.94734532689776
s8_walk,s8,287.5,68.87892376681614
s8_walk,s8,292.5,69.20182648401826
s8_walk,s8,297.5,73.18434486670448
s8_walk,s8,302.5,74.92682926829268
s8_walk,s8,307.5,78.36734693877551
s8_walk,s8,312.5,80.41884816753927
s8_walk,s8,317.5,75.49050862193884
s8_walk,s8,322.5,79.58549222797927
s8_walk,s8,327.5,73.32786436970194
s8_walk,s8,332.5,73.31784005468216
s8_walk,s8,337.5,71.94734532689776
s8_walk,s8,342.5,73.14949201741655
s8_walk,s8,347.5,72.45283018867924
s8_walk,s8,352.5,72.28275312250864
s8_walk,s8,357.5,73.88885034343996
s8_walk,s8,362.5,72.11267605633803
s8_walk,s8,367.5,78.76923076923077
s8_walk,s8,372.5,73.32786436970194
s8_walk,s8,377.5,75.30135537825626
s8_walk,s8,382.5,79.58549222797927
s8_walk,s8,387.5,79.17736149860502
s8_walk,s8,392.5,83.47826086956522
s8_walk,s8,397.5,74.59123055162658
s8_walk,s8,402.5,76.03960396039604
s9_walk,s9,2.5,102.40455131339169
s9_walk,s9,7.5,104.49463161791928
s9_walk,s9,12.5,100.3921568627451
s9_walk,s9,17.5,102.40455131339169
s9_walk,s9,22.5,104.48979591836735
s9_walk,s9,27.5,103.08724832214764
s9_walk,s9,32.5,105.20547945205479
s9_walk,s9,37.5,105.56825696740671
s9_walk,s9,42.5,104.48979591836735
s9_walk,s9,47.5,101.38724294179156
s9_walk,s9,52.5,102.4
s9_walk,s9,57.5,101.72185430463576
s9_walk,s9,62.5,103.78378378378379
s9_walk,s9,67.5,97.21518987341773
s9_walk,s9,72.5,99.74446552814675
s9_walk,s9,77.5,103.78378378378379
s9_walk,s9,82.5,104.84763768521107
s9_walk,s9,87.5,104.84763768521107
s9_walk,s9,92.5,103.08724832214764
s9_walk,s9,97.5,99.74446552814675
s9_walk,s9,102.5,103.78378378378379
s9_walk,s9,107.5,102.4
s9_walk,s9,112.5,105.56825696740671
s9_walk,s9,117.5,102.40455131339169
s9_walk,s9,122.5,104.48979591836735
s9_walk,s9,127.5,101.05263157894737
s9_walk,s9,132.5,103.08724832214764
s9_walk,s9,137.5,101.39607843137256
s9_walk,s9,142.5,102.4
s9_walk,s9,147.5,102.4
s9_walk,s9,152.5,100.3921568627451
s9_walk,s9,157.5,100.73105702244774
s9_walk,s9,162.5,105.20547945205479
s9_walk,s9,167.5,104.49463161791928
s9_walk,s9,172.5,106.66666666666667
s9_walk,s9,177.5,98.14796668299854
s9_walk,s9,182.5,97.83836416747809
s9_walk,s9,187.5,100.3921568627451
s9_walk,s9,192.5,100.72239422084624
s9_walk,s9,197.5,103.78378378378379
s9_walk,s9,202.5,103.78378378378379
s9_walk,s9,207.5,105.20547945205479
s9_walk,s9,212.5,103.08724832214764
s9_walk,s9,217.5,108.16901408450704
