subject,activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std()
15,5,0.27728965,-0.019743196,-0.10891258,-0.99580082,-0.96429791,-0.98218363,0.96264233,-0.1512014,0.056466946,-0.99686651,-0.98383626,-0.98539054,0.076105648,0.0096646351,0.0017743149,-0.99311476,-0.97741094,-0.99055128,-0.028021643,-0.074499057,0.085027358,-0.97741401,-0.98943128,-0.97827486,-0.10022471,-0.040270688,-0.055012824,-0.98241294,-0.99580759,-0.99018686,-0.98296122,-0.98025412,-0.98296122,-0.98025412,-0.98813607,-0.9890126,-0.97664647,-0.97139994,-0.99165942,-0.9921161
15,6,0.275922675,-0.017130470000000002,-0.110698655,-0.990177525,-0.987989955,-0.9750935949999999,-0.14594010000000002,0.901313795,-0.31386807,-0.9892207749999999,-0.9961183149999999,-0.981921075,0.0769071125,0.012296027000000001,-0.003198582,-0.99089388,-0.986943315,-0.988532855,-0.028037422,-0.07319615800000001,0.085743337,-0.984865875,-0.98064475,-0.986207125,-0.099245837,-0.0403295175,-0.0550899265,-0.9896252249999999,-0.993212955,-0.99224695,-0.985116635,-0.9837192349999999,-0.985116635,-0.9837192349999999,-0.990315515,-0.990055295,-0.9812305699999999,-0.974904865,-0.99276176,-0.98990744
16,1,0.26777634,-0.019499321,-0.11133949,-0.39415859,-0.31890225,-0.16055661,0.91581387,-0.19721014,-0.24650709,-0.98560923,-0.97957525,-0.96361079,0.071564736,0.0088271532,-0.039926701,-0.40143927,-0.43221963,-0.43690453,-0.020751425,-0.068735678,0.083045436,-0.65418133,-0.60750364,-0.36272506,-0.12548958,-0.034440222,-0.056928632,-0.67767977,-0.70864431,-0.57183923,-0.24213817,-0.46765173,-0.24213817,-0.46765173,-0.37069918,-0.39978741,-0.48449929,-0.65937061,-0.66506161,-0.71764897
16,2,0.26211586,-0.017301965,-0.11292696,-0.39315534,-0.15308324,-0.14574355,0.82700234,-0.27959047,-0.38479004,-0.9682114,-0.94988814,-0.94092767,0.062244493,0.0072398959,0.032971238,-0.53207208,-0.42624541,-0.62567592,0.081213127,-0.016081277,-0.035930855,-0.50020624,-0.63903602,-0.39433206,-0.14223103,-0.036910467,-0.04384309,-0.7077491,-0.77898471,-0.71994877,-0.22978254,-0.32777025,-0.22978254,-0.32777025,-0.47338447,-0.50000353,-0.29331008,-0.55070138,-0.74313318,-0.80168364
16,3,0.32048637,-0.020436641,-0.11927065,0.18514308,-0.16936322,0.023372467,0.91489762,-0.18684439,-0.22703435,-0.95713226,-0.96128199,-0.92587145,0.091333111,-0.042978481,-0.021909802,-0.13281318,-0.25363011,-0.32477911,-0.099707996,-0.05729325,0.086827514,-0.41197483,-0.52841286,-0.43602902,-0.086048125,-0.07365534,-0.08904911,-0.62772534,-0.58701427,-0.5508494,0.1722593,0.11018862,0.1722593,0.11018862,-0.14999292,-0.076817214,-0.30528523,-0.43332043,-0.58995285,-0.59795895
16,4,0.27750347,-0.016541784,-0.10516355,-0.99636478,-0.98962089,-0.98358673,0.96224383,-0.079959682,0.13710345,-0.99768536,-0.99568558,-0.9889732,0.075985545,0.011554448,-0.0011808295,-0.99478226,-0.98924442,-0.9892111,-0.027621528,-0.074483589,0.08614318,-0.99617552,-0.98922223,-0.99405069,-0.098537579,-0.040635456,-0.054586249,-0.99537087,-0.99624208,-0.99554995,-0.99235708,-0.9912172,-0.99235708,-0.9912172,-0.99180001,-0.99193587,-0.99143269,-0.98931845,-0.99682661,-0.99680413
16,5,0.2773795,-0.017152973000000002,-0.10860945,-0.995899665,-0.984443365,-0.98072528,0.946819395,0.0536098205,-0.16542641,-0.99599235,-0.992319145,-0.97960896,0.0754160555,0.0118117735,-0.000371702595,-0.994369725,-0.98897234,-0.99059834,-0.027822157,-0.075529586,0.0859333195,-0.988582515,-0.990154835,-0.9908712749999999,-0.0981786485,-0.041118612,-0.055032788,-0.9925670799999999,-0.99467029,-0.995690355,-0.986379715,-0.985674995,-0.986379715,-0.985674995,-0.992167515,-0.992591265,-0.9857799300000001,-0.986064305,-0.99517466,-0.9953544
16,6,0.2779397,-0.0156763105,-0.109430475,-0.983989805,-0.9592204449999999,-0.979188095,-0.1940672,-0.01265993999999998,0.89201527,-0.9793446349999999,-0.98234675,-0.9845731799999999,0.0761225575,0.011851633,-0.002636387,-0.990432905,-0.988342665,-0.99071833,-0.0280428635,-0.0752065505,0.08654418650000001,-0.983057425,-0.97691147,-0.9916825549999999,-0.098565734,-0.0398993985,-0.0545494485,-0.989473855,-0.9923814449999999,-0.99613695,-0.97229563,-0.97464491,-0.97229563,-0.97464491,-0.99108877,-0.993045945,-0.980268975,-0.981669515,-0.9938112100000001,-0.99232721
17,1,0.26988257,-0.016465953,-0.1139442,-0.32424709,-0.016035843,-0.25149426,0.93091738,-0.086194247,-0.22611463,-0.98169085,-0.97621866,-0.9622364,0.074939473,0.0049475915,0.028697939,-0.35205683,-0.094876852,-0.5257376,-0.033200594,-0.073321305,0.087995225,-0.50419128,-0.45700148,-0.39055829,-0.096704994,-0.052792267,-0.040417128,-0.44783263,-0.55143873,-0.52965922,-0.15006348,-0.46661845,-0.15006348,-0.46661845,-0.29775191,-0.27368421,-0.33808939,-0.54622323,-0.50785239,-0.55442431
17,2,0.241846355,-0.02684643,-0.12268154,-0.049438272,-0.0084968917,-0.23697136,0.84638742,-0.274784245,-0.27522778999999997,-0.9631234799999999,-0.9209939549999999,-0.95170387,0.01862499705,0.036406626,-0.003996820850000001,-0.289478185,-0.366436795,-0.65791945,-0.02711801235,-0.0721359885,0.011221122299999999,-0.52426366,-0.509734395,-0.25219161,-0.13962302,-0.04716758,-0.01386249441,-0.610475425,-0.684410085,-0.6077863649999999,-0.0132660605,-0.10301456,-0.0132660605,-0.10301456,-0.36311211,-0.39053778,-0.24692305,-0.448623165,-0.6470332050000001,-0.696628775
17,3,0.288222555,-0.0156399755,-0.10213760499999999,0.19405804,-0.022741927500000002,-0.26927348,0.93620262,-0.14915269,-0.17674908,-0.9566083350000001,-0.951019415,-0.928358775,0.129145585,-0.004689633235,0.0280921585,-0.13457887,-0.325289485,-0.560823635,0.01685103055,-0.09503380750000001,0.055550005,-0.414788545,-0.464018535,-0.46512062,-0.10474452149999999,-0.0590870295,-0.0461564255,-0.532653145,-0.62199483,-0.544949155,0.15725797,0.073456257,0.15725797,0.073456257,-0.24062166499999998,-0.245133555,-0.221735595,-0.34561319,-0.55507979,-0.633145425
17,4,0.27749694999999996,-0.016936927499999997,-0.11056379499999999,-0.9974826800000001,-0.9888875349999999,-0.984645295,0.96303334,-0.0216714255,-0.105670035,-0.996881695,-0.9893235650000001,-0.97798731,0.0761115025,0.0105613525,0.0013741213,-0.9964170649999999,-0.992211125,-0.992742215,-0.027779087,-0.0735225195,0.0863433275,-0.99713129,-0.993766835,-0.993961235,-0.0981449355,-0.0404513315,-0.0543999525,-0.997507455,-0.99815948,-0.99658764,-0.9896660399999999,-0.9888442900000001,-0.9896660399999999,-0.9888442900000001,-0.99480324,-0.99571301,-0.9940194,-0.993907125,-0.99848956,-0.99891218
17,5,0.276385055,-0.017511592,-0.10990506,-0.99598413,-0.982323445,-0.98387788,0.9080066499999999,-0.20802292,-0.27538371,-0.994224675,-0.98631982,-0.983207435,0.07606164600000001,0.0107342405,-0.0013543046,-0.9954001,-0.9904701300000001,-0.9926930599999999,-0.0280907715,-0.075395404,0.08693546199999999,-0.9912307250000001,-0.992329725,-0.9920448749999999,-0.09966336149999999,-0.0405093415,-0.054683064,-0.99555042,-0.9969209,-0.9957200399999999,-0.987283425,-0.98989053,-0.987283425,-0.98989053,-0.99404841,-0.995271705,-0.98823443,-0.99081323,-0.996836235,-0.99773599
17,6,0.27573948,-0.017652951,-0.10807387,-0.99218164,-0.97209906,-0.97398018,-0.20731142,0.69549567,0.65906516,-0.98670995,-0.97743706,-0.96808447,0.076112617,0.014558928,-0.0052369633,-0.991279,-0.99024916,-0.98989954,-0.027983914,-0.07545345,0.086604636,-0.99032551,-0.98952046,-0.99436425,-0.098061695,-0.040055111,-0.055069523,-0.99253848,-0.99444344,-0.99703859,-0.97114911,-0.97838401,-0.97114911,-0.97838401,-0.99134213,-0.99274417,-0.98430018,-0.98679765,-0.99505354,-0.99575132
18,1,0.276139695,-0.019446004,-0.11050006000000001,-0.37689995,-0.23605289000000002,-0.49866040500000003,0.940166355,-0.25449892,0.07874230900000001,-0.983790845,-0.98208148,-0.97584662,0.114308765,0.065499726,-0.0076561355,-0.372204425,-0.3225101,-0.66323135,-0.029868638,-0.07777568700000001,0.094790301,-0.713770815,-0.49276901,-0.51572856,-0.09821734,-0.067931032,-0.0437511695,-0.583839105,-0.722062035,-0.6687171599999999,-0.290186485,-0.462567585,-0.290186485,-0.462567585,-0.38349138,-0.426645845,-0.49749772000000003,-0.61024208,-0.634704715,-0.73322059
18,2,0.2813948,-0.0213906605,-0.10185408500000001,-0.384057895,-0.212919185,-0.33430467500000005,0.89321242,-0.316637545,-0.094164545,-0.96653854,-0.95307736,-0.93192293,0.07108080650000001,0.0127549725,0.0081420735,-0.561788525,-0.568781,-0.760021305,-0.051160498,-0.0848259925,0.070581807,-0.64454959,-0.52356739,-0.45451456,-0.054730729500000005,-0.0363855145,-0.0831215575,-0.771201865,-0.8234577750000001,-0.7173553349999999,-0.282111595,-0.37165847,-0.282111595,-0.37165847,-0.5976781099999999,-0.577286685,-0.35823977500000004,-0.555983245,-0.7832009799999999,-0.837959465
18,3,0.28331998,-0.018503285,-0.10570669,-0.30178979,-0.26998147,-0.41188281,0.93117918,-0.22720279,0.085127813,-0.96599779,-0.93697416,-0.92713846,0.081608968,-0.010752084,-0.020780076,-0.38977146,-0.46216587,-0.65788719,-0.080588857,-0.057757113,0.090461122,-0.55874591,-0.62259962,-0.4796408,-0.091710032,-0.060389364,-0.059439418,-0.68187296,-0.77031205,-0.61273227,-0.29632833,-0.23164425,-0.29632833,-0.23164425,-0.46962651,-0.4003843,-0.38885421,-0.58655525,-0.69828158,-0.77538997
18,4,0.2775731,-0.0157962,-0.10881977,-0.99599656,-0.98758228,-0.98726026,0.94072469,0.087026391,0.20390757,-0.9975586,-0.99460291,-0.9918128,0.076097028,0.0094483455,0.00043457772,-0.99367576,-0.98682567,-0.99100979,-0.027716361,-0.074207713,0.087015718,-0.99584454,-0.99183254,-0.99243835,-0.097627272,-0.041180734,-0.055588389,-0.99586662,-0.99587483,-0.99472948,-0.99312515,-0.9927356,-0.99312515,-0.9927356,-0.99154272,-0.99371481,-0.99302877,-0.99288837,-0.99629664,-0.99708637
18,5,0.27816633,-0.016397819,-0.10696917,-0.99493118,-0.96440332,-0.97380861,0.95586286,-0.2125666,0.052246638,-0.99690048,-0.9857795,-0.98095865,0.075454447,0.010374072,-0.00095398846,-0.99214891,-0.98306298,-0.98930993,-0.027516417,-0.0744976,0.086863453,-0.97514832,-0.98439704,-0.97873286,-0.098321369,-0.039894649,-0.054767924,-0.98928673,-0.99333708,-0.98864535,-0.9772184,-0.97960409,-0.9772184,-0.97960409,-0.98847011,-0.99045952,-0.97508957,-0.96802417,-0.99162686,-0.99255168
18,6,0.27773845,-0.01739076,-0.10794926,-0.98601853,-0.98898584,-0.98921472,-0.21858536,0.53812917,0.83897572,-0.98906604,-0.99652355,-0.9928648,0.076127676,0.010506249,-0.0022380696,-0.98811565,-0.98738377,-0.99098713,-0.027449549,-0.074015729,0.086100067,-0.99555929,-0.98548096,-0.99193319,-0.098489735,-0.040711793,-0.054232217,-0.99705374,-0.99172939,-0.99373131,-0.98702201,-0.99042501,-0.98702201,-0.99042501,-0.99063922,-0.9918499,-0.98811372,-0.98852464,-0.9940491,-0.9933721
19,1,0.27546336,-0.014784003,-0.123641575,-0.043749395499999996,0.194395115,-0.172310985,0.9355684550000001,-0.23713091,-0.044527362,-0.97444076,-0.966233195,-0.9552716649999999,0.0584023235,-0.0246045805,-0.035573858,0.127519445,0.08908292300000001,-0.198563455,-0.024816577,-0.0781148995,0.079498343,-0.051759077,-0.186708175,-0.094530509,-0.07955316500000001,-0.037337799000000005,-0.0702963425,0.086160489,-0.38005690000000003,-0.204884375,0.0576157345,-0.12023397999999999,0.0576157345,-0.12023397999999999,0.117806735,0.0009151796000000001,0.0645351775,-0.052718906999999995,-0.23741025,-0.33402599499999996
19,2,0.27046145499999996,-0.0233262885,-0.14181819499999998,-0.12417375,0.144209645,-0.205031585,0.86453124,-0.38813925000000005,-0.15141631,-0.9541098299999999,-0.94416381,-0.87866389,0.11277021500000001,0.052495387000000004,0.0238573305,-0.17787649,-0.041717388,-0.46965826,0.12469277000000001,-0.14541818499999998,0.011504177,-0.44254535,-0.214417095,-0.126557705,-0.131484165,-0.06336686094999999,-0.0758779855,-0.233112225,-0.60965205,-0.39184046,0.017113102499999998,-0.180890735,0.017113102499999998,-0.180890735,-0.1372999,-0.28662827999999996,-0.056288769,-0.24815310499999998,-0.423363825,-0.51099805
19,3,0.26823055,-0.02078636,-0.12617119,0.64680853,0.50631057,-0.12544528,0.88451277,-0.21654636,-0.085861852,-0.908122,-0.92367287,-0.90777287,-0.031558719,-0.088308219,-0.043430955,0.58228593,0.3514379,-0.2314961,-0.20368662,0.004101192,0.13192213,0.22313224,-0.1340798,-0.045038633,-0.044619966,-0.0091947341,-0.041751589,0.1310246,-0.23083672,0.073106186,0.67727842,0.40256739,0.67727842,0.40256739,0.44489126,0.4576079,0.40626044,0.24564495,-0.049391192,-0.26489462
19,4,0.27646421,-0.016835252,-0.10886982,-0.98374579,-0.9687809,-0.96736981,0.75997371,0.26473326,0.44633138,-0.98834261,-0.9915951,-0.98578631,0.075668384,0.0098564627,-0.0012038179,-0.98849446,-0.98318073,-0.98898091,-0.027753878,-0.074071296,0.085809274,-0.98928795,-0.96929296,-0.97489104,-0.098546705,-0.040842568,-0.055163774,-0.9911084,-0.99032229,-0.98862914,-0.97761794,-0.97788901,-0.97761794,-0.97788901,-0.98851287,-0.98760877,-0.97456017,-0.97484539,-0.99190137,-0.99043676
19,5,0.27763685,-0.015703493,-0.10709308,-0.99444647,-0.96822179,-0.97505522,0.9396574,-0.25132919,0.12936968,-0.99632448,-0.98558786,-0.97689343,0.076013186,0.010491851,0.00062911678,-0.99176376,-0.97971382,-0.98893778,-0.027377925,-0.074779254,0.085989183,-0.97560979,-0.98421302,-0.97584104,-0.09977208,-0.040763149,-0.054101507,-0.98688694,-0.99425755,-0.99100379,-0.97827894,-0.97875309,-0.97827894,-0.97875309,-0.98959347,-0.99096392,-0.97231538,-0.96783854,-0.99144279,-0.99304183
19,6,0.27527033,-0.017489111,-0.10810032,-0.98172056,-0.98074653,-0.98851441,-0.67075647,0.69352821,0.69418975,-0.97996493,-0.9945653,-0.99407178,0.076156918,0.010512993,-0.0019140997,-0.98623808,-0.97837082,-0.99021335,-0.027657916,-0.074650143,0.087148196,-0.98642404,-0.96537127,-0.98070953,-0.098376419,-0.040429392,-0.054818594,-0.9828281,-0.98580862,-0.99007996,-0.97843102,-0.97836824,-0.97843102,-0.97836824,-0.98638937,-0.98539799,-0.96881899,-0.9661322,-0.9873814,-0.9857786
20,1,0.27175777,-0.020092456,-0.11272865,-0.20946287,0.38713005,-0.23231691,0.90177156,-0.33659416,-0.072115502,-0.97558695,-0.96871622,-0.96604039,0.059656267,-0.035158794,-0.009768697,-0.080473465,0.11986329,-0.39075585,-0.028498515,-0.075409636,0.089227521,-0.22770458,0.05320672,-0.16723929,-0.016957639,-0.042758323,-0.062216177,-0.27553178,-0.13106623,-0.30786488,0.036293095,-0.17664987,0.036293095,-0.17664987,-0.062034968,0.011395984,0.057224388,-0.047120136,-0.22015203,-0.12995424
20,2,0.24488508,-0.024854152,-0.10996804,-0.11972054,0.16183442,-0.22489237,0.77442492,-0.47909727,-0.20853059,-0.95242408,-0.93545454,-0.91671208,0.11067653,0.0038170902,-0.027975533,-0.18427265,-0.24504109,-0.52064642,0.059528187,-0.20942012,0.063251486,-0.47346935,-0.14501678,0.20523151,-0.16340061,-0.046365245,-0.017297119,-0.47799641,-0.39789564,-0.25509979,0.010140148,-0.22318414,0.010140148,-0.22318414,-0.22867537,-0.2538183,0.01472038,-0.26384891,-0.37883366,-0.44760777
20,3,0.2987442,-0.015351658,-0.10288046,0.065682637,0.5945063,-0.19754781,0.92110139,-0.28163112,0.012826314,-0.94064278,-0.92884044,-0.93105907,0.05430216,0.04721185,0.017857941,-0.18382184,0.2901214,-0.40230946,-0.13120106,0.057682153,0.097803528,-0.21900665,-0.16095527,0.1790562,-0.043254543,-0.028678813,-0.016794006,-0.2482752,-0.36313014,-0.0099063774,0.20947444,0.16937205,0.20947444,0.16937205,-0.062572298,0.033627188,0.090528112,-0.028460106,-0.28491582,-0.27473649
20,4,0.276813255,-0.016142609000000002,-0.10374087,-0.991622895,-0.9685414299999999,-0.961325625,0.92926575,0.0483246405,0.186948685,-0.9958901499999999,-0.990463505,-0.973583635,0.076190014,0.0110700405,0.000362204775,-0.99130779,-0.98313517,-0.986270855,-0.0275527075,-0.0728261545,0.0882794655,-0.985665865,-0.97212974,-0.9657322150000001,-0.09815122849999999,-0.040459136,-0.053549674,-0.990842895,-0.9899231049999999,-0.98651483,-0.9702067050000001,-0.966457235,-0.9702067050000001,-0.966457235,-0.9869090549999999,-0.9872459849999999,-0.967889,-0.956143205,-0.9891951400000001,-0.98969257
20,5,0.27746257,-0.017440874,-0.10628769,-0.98174909,-0.8942372,-0.93701105,0.94619079,-0.19931078,0.063190475,-0.99258045,-0.97311324,-0.96514051,0.075938695,0.010423912,-0.00079380417,-0.97567621,-0.95536413,-0.97472703,-0.025633427,-0.073571079,0.086041819,-0.88980896,-0.94167549,-0.94523136,-0.10077196,-0.042304548,-0.052381976,-0.94214196,-0.97538893,-0.9698426,-0.94266081,-0.92717458,-0.94266081,-0.92717458,-0.97071455,-0.96147391,-0.90868337,-0.85991515,-0.9689162,-0.95572341
20,6,0.27004031500000003,-0.0166338145,-0.10875015,-0.989014915,-0.98932693,-0.98646365,-0.509601455,0.8553630649999999,0.49559012,-0.986200575,-0.99682124,-0.99205771,0.0767011215,0.011446659500000001,8.23016015e-05,-0.990435165,-0.98546386,-0.98864988,-0.028102852999999997,-0.07759790450000001,0.085596996,-0.99123614,-0.98299063,-0.98583127,-0.097781093,-0.03883234000000001,-0.0557580175,-0.9928167699999999,-0.9853282050000001,-0.991061155,-0.987665075,-0.9879606599999999,-0.987665075,-0.9879606599999999,-0.989099975,-0.99036228,-0.985477045,-0.981468145,-0.98984228,-0.98759139
21,1,0.27679045999999996,-0.0194178765,-0.10177337,-0.32108567499999996,0.05873136550000001,-0.164151775,0.861763265,-0.37061597,-0.228816325,-0.97226743,-0.97189804,-0.9779809850000001,0.056797212,-0.059173632000000004,-0.012568712499999999,-0.1156752,-0.0430293855,-0.41833869,-0.028375552,-0.075403869,0.08348975049999999,-0.43407446,-0.39962254,-0.306355565,-0.054291821000000004,-0.0480006615,-0.0621350935,-0.25118161,-0.48104924,-0.5012059849999999,-0.13400703,-0.303246795,-0.13400703,-0.303246795,-0.143279265,-0.0962578095,-0.277582,-0.41643457,-0.428640335,-0.45323990999999997
21,2,0.27550024,-0.022455654,-0.11952046,-0.25244097,0.085925768,-0.21105355,0.7735312,-0.43503159,-0.31004133,-0.9551318,-0.94838224,-0.94243043,0.098705944,-0.027244231,-0.026243375,-0.42489464,-0.22935209,-0.57778366,0.1635303,-0.23974053,-0.019995935,-0.54574649,-0.44880992,0.067118832,-0.14236489,-0.0063344621,-0.058362331,-0.59479933,-0.60019555,-0.56569599,-0.096482549,-0.2850779,-0.096482549,-0.2850779,-0.36619536,-0.42316195,-0.16667213,-0.42314271,-0.5742184,-0.65152312
21,3,0.2629554,-0.010253383,-0.11099134,0.23588356,0.30320531,-0.063305483,0.87622641,-0.35780583,-0.18700068,-0.95146592,-0.94624161,-0.94474795,0.086871909,0.020963571,-0.021795216,0.0097601535,-0.071945486,-0.27859931,-0.14276309,0.0066587837,0.12926445,-0.44742723,-0.35692456,-0.35344099,-0.11098487,-0.070950845,-0.057981307,-0.54996214,-0.45720345,-0.42431173,0.25838827,0.26506422,0.25838827,0.26506422,-0.060908126,0.096056445,-0.20202917,-0.41487156,-0.47587691,-0.50160375
21,4,0.27736149,-0.015047428,-0.10806714,-0.99510406,-0.9845587,-0.98187317,0.96658256,-0.042360942,-0.065330176,-0.99724867,-0.99308595,-0.98573541,0.075771877,0.010660357,0.00067164491,-0.9911259,-0.98454398,-0.98815165,-0.027671704,-0.074152884,0.086625944,-0.99401138,-0.98598235,-0.98709674,-0.098476935,-0.040807054,-0.054446466,-0.99193888,-0.99167172,-0.99123665,-0.9893736,-0.98835078,-0.9893736,-0.98835078,-0.98956406,-0.99072237,-0.98859992,-0.98768254,-0.99253155,-0.99308692
21,5,0.27745004,-0.016857152,-0.10928365,-0.99127067,-0.9673819,-0.97132733,0.87845769,-0.34957489,-0.20510847,-0.99357231,-0.98912211,-0.98055249,0.076416284,0.0095895444,-0.0011346855,-0.98814529,-0.97668182,-0.98601595,-0.027298247,-0.074745995,0.086447213,-0.98116818,-0.97345215,-0.97687361,-0.098600546,-0.039493994,-0.053923997,-0.98640451,-0.98676721,-0.98643797,-0.97934346,-0.9778463,-0.97934346,-0.9778463,-0.98571943,-0.98790591,-0.9726038,-0.97007066,-0.98757245,-0.98731572
21,6,0.27279247500000003,-0.0177151375,-0.107223015,-0.9707629900000001,-0.97799051,-0.96798828,-0.19355654,0.60155562,0.792169495,-0.9729879100000001,-0.9912234099999999,-0.980930335,0.0765524645,0.010768091,-0.00332047885,-0.992075585,-0.988298,-0.9910762200000001,-0.027387816,-0.0769135145,0.08627610499999999,-0.98941406,-0.9623310650000001,-0.9946339200000001,-0.09842123550000001,-0.038848659,-0.054538497500000005,-0.9941352050000001,-0.99153676,-0.99475929,-0.970481645,-0.97141901,-0.970481645,-0.97141901,-0.9921787950000001,-0.99264253,-0.9718592850000001,-0.973829175,-0.993914475,-0.993730065
22,1,0.28050242999999997,-0.017753253,-0.108063595,-0.0081085163,0.116070275,-0.22012038,0.9361455,-0.252064135,0.025018222500000003,-0.9752713500000001,-0.9690804,-0.961228975,0.022682278,0.0391870395,0.0161724775,0.011704909,0.2271462,-0.31140683999999996,-0.015160897999999999,-0.08701621300000001,0.079359126,-0.31561906500000003,-0.499172425,-0.15851636,-0.12580559,-0.039357304,-0.0772009815,-0.21885280000000001,-0.65770277,-0.23811478,0.07512216050000001,-0.15956808500000003,0.07512216050000001,-0.15956808500000003,0.023381515999999998,0.107910165,-0.210928325,-0.39281206,-0.46337426,-0.5062936899999999
22,2,0.27434422999999997,-0.0201735055,-0.12026403999999999,0.0725589735,0.26298104499999997,-0.10224456500000001,0.895784125,-0.333655545,-0.104526944,-0.958371495,-0.958676605,-0.939089995,0.112724775,0.10028614150000001,-0.0362737625,-0.0093335667,-0.080215941,-0.4844061,0.122107719,-0.195501225,0.0497078455,-0.294306915,-0.49258518500000004,-0.16186076500000002,-0.15602970500000002,0.0004909899000000001,-0.110024974,-0.41642974499999996,-0.7072071550000001,-0.534578675,0.20564998,-0.15065807,0.20564998,-0.15065807,-0.097666364,-0.1030288755,-0.13958377,-0.21819465999999998,-0.58222222,-0.694798235
22,3,0.273916765,-0.024416189,-0.1078432,0.36070403,0.24216127,-0.32763766,0.92026929,-0.22348126499999998,0.0435015865,-0.946855065,-0.9559963149999999,-0.937171325,0.20954809000000002,-0.0071834989999999994,0.027282480999999997,0.090034116,0.016427715,-0.48182964500000003,-0.15367408500000002,-0.043140147000000004,0.052078772,-0.238801425,-0.556796145,-0.27737539499999997,-0.11880372,-0.03513306099999999,-0.0433785135,-0.26488761,-0.639946895,-0.357107275,0.339723215,0.125014715,0.339723215,0.125014715,-0.0151985595,-0.025589153,-0.1668338,-0.29144892,-0.47157388,-0.624867245
22,4,0.278655565,-0.018057538499999998,-0.10829161,-0.98660444,-0.969715885,-0.94773496,0.891924715,0.153426265,0.298680955,-0.98714826,-0.98739354,-0.965006135,0.076013582,0.010932438,-0.0007052050199999999,-0.990820865,-0.984642325,-0.9876924549999999,-0.0280623715,-0.07630991549999999,0.087460885,-0.9923443000000001,-0.970584595,-0.966155725,-0.0985143525,-0.040180898,-0.0546347485,-0.994557455,-0.991328855,-0.9920521849999999,-0.969756205,-0.967675735,-0.969756205,-0.967675735,-0.99005112,-0.99049888,-0.97358213,-0.9636482749999999,-0.9933214,-0.992673095
22,5,0.27760421,-0.017157196,-0.11048821,-0.99433738,-0.93515733,-0.95911082,0.95388119,-0.22941535,0.038064371,-0.99550138,-0.97780911,-0.97371367,0.076206645,0.0070233222,-0.0012956729,-0.99233455,-0.96939778,-0.98889107,-0.030184099,-0.075714396,0.082950988,-0.92984179,-0.97895788,-0.97176306,-0.097388359,-0.042636167,-0.053278794,-0.96447602,-0.99323235,-0.98814254,-0.96496292,-0.95973477,-0.96496292,-0.95973477,-0.98616457,-0.98262339,-0.95086098,-0.91628534,-0.98794631,-0.97856509
22,6,0.2768252,-0.017061067,-0.10917414,-0.9856997750000001,-0.977890585,-0.983539615,-0.35824831,0.7082863500000001,0.709068525,-0.9878431249999999,-0.994237145,-0.99292512,0.0760150305,0.009988370199999999,-0.0025793296,-0.98905668,-0.982942115,-0.988523365,-0.027995344999999998,-0.0760053465,0.086985106,-0.9842180700000001,-0.988350255,-0.9894832849999999,-0.098428231,-0.040400361999999995,-0.0552880575,-0.991006565,-0.995200365,-0.992456975,-0.983039935,-0.9760836399999999,-0.983039935,-0.9760836399999999,-0.9891677400000001,-0.99049264,-0.980608775,-0.978444805,-0.99441806,-0.993181085
23,1,0.26819376,-0.021252467,-0.11154609,-0.30281939,-0.12631704,0.1633969,0.9376559,-0.16306004,-0.16169305,-0.98205789,-0.9724484,-0.93958686,0.12093261,0.0036186618,0.031105687,-0.2415887,-0.06321309,-0.027929996,-0.027003226,-0.069825468,0.10052083,-0.50559565,0.25157739,-0.19485065,-0.057197039,-0.035385258,-0.11588127,-0.37213559,0.28878492,-0.36774141,-0.091717988,-0.21832427,-0.091717988,-0.21832427,-0.067164997,-0.028291714,-0.017280577,0.15299709,-0.0023000663,0.23558585
