key,task,observer,dataset,kind,selected,reference_score,reference_ties,test_score,test_best,test_best_score,regret,score_gap,still_best,default,default_test_loss,selected_test_loss,gain
WDBC__07,median,hard,WDBC,empirical,Histogram,99.43664065908816,1,99.39863604372138,Box plot,99.76594095832812,0.0037039405828325996,0.3673049146067342,False,Box plot,0.0023460816329058,0.0060500222157384,-0.0037039405828325996
WDBC__07,median,soft,WDBC,empirical,Histogram,99.65327196286502,1,99.32592926788864,Box plot,99.76594095832812,0.004440371180370601,0.4400116904394764,False,Box plot,0.0023460816329058,0.0067864528132764,-0.004440371180370601
WDBC__07,spread,hard,WDBC,empirical,Box plot,98.64675910846562,1,98.38170319743,Box plot,98.38170319743,0.0,0.0,True,Box plot,0.0164491643260379,0.0164491643260379,0.0
WDBC__07,spread,soft,WDBC,empirical,Box plot,98.54093249933123,2,98.11054243118114,Dot plot,98.43660308574036,0.0033761839491058994,0.32606065455921396,False,Box plot,0.019258456043541,0.019258456043541,0.0
WDBC__08,five,hard,WDBC,empirical,Dot plot,98.49342881358652,1,98.81802722177729,Dot plot,98.81802722177729,0.0,0.0,True,Dot plot,0.0119611047847579,0.0119611047847579,0.0
WDBC__08,five,soft,WDBC,empirical,Dot plot,96.7525792680488,1,98.11235011897058,Dot plot,98.11235011897058,0.0,0.0,True,Dot plot,0.019239676541643,0.019239676541643,0.0
WDBC__08,median,hard,WDBC,empirical,Heatmap,99.89273218886412,1,99.89273218886412,Heatmap,99.89273218886412,0.0,0.0,True,Box plot,0.0050409816582452,0.0010738299852793,0.0039671516729658995
WDBC__08,median,soft,WDBC,empirical,Heatmap,99.89273218886412,1,99.89273218886412,Heatmap,99.89273218886412,0.0,0.0,True,Box plot,0.0050409816582452,0.0010738299852793,0.0039671516729658995
WDBC__08,spread,hard,WDBC,empirical,Dot plot,98.76421236483527,1,97.5907679386805,Box plot,97.63436009028617,0.00045750609652080165,0.04359215160566521,False,Box plot,0.0242295838015042,0.024687089898025,-0.00045750609652080165
WDBC__08,spread,soft,WDBC,empirical,Interval plot,97.69140798412246,2,97.3730422925452,Dot plot,97.91355401442851,0.0056692232946404,0.5405117218833198,False,Box plot,0.0269782852174055,0.0269782852174058,-2.983724378680108e-16
WDBC__09,five,hard,WDBC,empirical,Dot plot,98.3909759908328,1,98.601728432738,Dot plot,98.601728432738,0.0,0.0,True,Dot plot,0.0141810046282894,0.0141810046282894,0.0
WDBC__09,five,soft,WDBC,empirical,Dot plot,96.2186099299084,1,98.13063721140098,Dot plot,98.13063721140098,0.0,0.0,True,Dot plot,0.0190497365728083,0.0190497365728083,0.0
WDBC__09,median,hard,WDBC,empirical,Bar chart,99.5071119379541,3,98.48845616926668,Dot plot,99.5144531850004,0.010468262557375,1.0259970157337222,False,Box plot,0.0103941264879788,0.0153474213072799,-0.0049532948193011
WDBC__09,median,soft,WDBC,empirical,Box plot,99.5071119379541,2,98.97127999703366,Interval plot,99.21447149765002,0.0024766474096510997,0.24319150061636208,False,Box plot,0.0103941264879788,0.0103941264879788,0.0
WDBC__09,spread,hard,WDBC,empirical,Dot plot,99.03317868352735,1,98.28358653185197,Dot plot,98.28358653185197,0.0,0.0,True,Box plot,0.0404497897491927,0.0174638871933287,0.022985902555864
WDBC__09,spread,soft,WDBC,empirical,Dot plot,97.86607761361432,1,99.12897252736208,Dot plot,99.12897252736208,0.0,0.0,True,Box plot,0.0219149691786796,0.0087868102576925,0.013128158920987098
WDBC__10,five,hard,WDBC,empirical,Dot plot,96.95589939220456,1,97.97517644762124,Dot plot,97.97517644762124,0.0,0.0,True,Dot plot,0.0206666997273668,0.0206666997273668,0.0
WDBC__10,five,soft,WDBC,empirical,Dot plot,96.6310477209425,1,97.93593857303672,Dot plot,97.93593857303672,0.0,0.0,True,Dot plot,0.0210756281814154,0.0210756281814154,0.0
WDBC__10,median,hard,WDBC,empirical,Interval plot,98.54644035154958,1,99.04858058470217,Interval plot,99.04858058470217,0.0,0.0,True,Box plot,0.0150310764018658,0.0096055835397282,0.0054254928621376
WDBC__10,median,soft,WDBC,empirical,Interval plot,98.54644035154958,1,99.04858058470217,Interval plot,99.04858058470217,0.0,0.0,True,Box plot,0.0150310764018658,0.0096055835397282,0.0054254928621376
WDBC__10,spread,hard,WDBC,empirical,Interval plot,96.71147887174264,1,99.8679585195437,Interval plot,99.8679585195437,0.0,0.0,True,Box plot,0.0227539224438759,0.0013221606049997,0.0214317618388762
WDBC__10,spread,soft,WDBC,empirical,Dot plot,96.99479829291072,1,97.90727671640876,Interval plot,99.8679585195438,0.0200523822663434,1.9606818031350457,False,Box plot,0.0013221606049992,0.0213745428713422,-0.020052382266343
WDBC__11,five,hard,WDBC,empirical,Dot plot,97.868365177043,1,97.76336679264377,Dot plot,97.76336679264377,0.0,0.0,True,Dot plot,0.022878029682633,0.022878029682633,0.0
WDBC__11,five,soft,WDBC,empirical,Dot plot,96.9585454823677,1,98.0157615940046,Dot plot,98.0157615940046,0.0,0.0,True,Dot plot,0.0202440747664077,0.0202440747664077,0.0
WDBC__11,median,hard,WDBC,empirical,Interval plot,99.3692070079874,1,99.36255725912328,Interval plot,99.36255725912328,0.0,0.0,True,Box plot,0.0097743983346939,0.0064153214093953,0.0033590769252986
WDBC__11,median,soft,WDBC,empirical,Interval plot,99.3692070079874,1,99.36255725912328,Interval plot,99.36255725912328,0.0,0.0,True,Box plot,0.0097743983346939,0.0064153214093953,0.0033590769252986
WDBC__11,spread,hard,WDBC,empirical,Dot plot,98.03703494231566,1,97.7412549972891,Interval plot,98.97784153463192,0.0127822887597944,1.2365865373428164,False,Box plot,0.0191833340484694,0.0231094331945456,-0.003926099146076202
WDBC__11,spread,soft,WDBC,empirical,Dot plot,98.12125950385445,1,98.42341456945825,Box plot,98.97784153463192,0.005691253600293,0.5544269651736755,False,Box plot,0.0103271444347513,0.0160183980350443,-0.005691253600293
WDBC__12,five,hard,WDBC,empirical,Dot plot,96.71721259609244,1,98.13091682997414,Dot plot,98.13091682997414,0.0,0.0,True,Dot plot,0.0190468328474329,0.0190468328474329,0.0
WDBC__12,five,soft,WDBC,empirical,Dot plot,97.97389343233608,1,98.09936023974235,Dot plot,98.09936023974235,0.0,0.0,True,Dot plot,0.0193746397082785,0.0193746397082785,0.0
WDBC__12,median,hard,WDBC,empirical,Interval plot,98.49450503795175,1,99.44392979429948,Interval plot,99.44392979429948,0.0,0.0,True,Box plot,0.0114471396618335,0.0055917963705854,0.0058553432912481
WDBC__12,median,soft,WDBC,empirical,Interval plot,98.49450503795175,1,99.44392979429948,Interval plot,99.44392979429948,0.0,0.0,True,Box plot,0.0114471396618335,0.0055917963705854,0.0058553432912481
WDBC__12,spread,hard,WDBC,empirical,Heatmap,98.84709894637191,1,98.84709894637191,Histogram,99.41764656448488,0.005805832346354601,0.5705476181129683,False,Box plot,0.0228942793236672,0.011663478907495,0.0112308004161722
WDBC__12,spread,soft,WDBC,empirical,Heatmap,98.84709894637191,1,98.84709894637191,Heatmap,98.84709894637191,0.0,0.0,True,Box plot,0.0251499519030516,0.011663478907495,0.013486472995556598
WDBC__13,five,hard,WDBC,empirical,Dot plot,94.79291900996397,1,96.8625186851989,Dot plot,96.8625186851989,0.0,0.0,True,Dot plot,0.0323910771409717,0.0323910771409717,0.0
WDBC__13,five,soft,WDBC,empirical,Dot plot,95.08126159561952,1,97.44882786411624,Dot plot,97.44882786411624,0.0,0.0,True,Dot plot,0.0261796082292662,0.0261796082292662,0.0
WDBC__13,median,hard,WDBC,empirical,Box plot,98.55790578026456,1,98.7570662909867,Interval plot,99.12956517588012,0.0038049906651457,0.3724988848934174,False,Box plot,0.0125857698663405,0.0125857698663405,0.0
WDBC__13,median,soft,WDBC,empirical,Box plot,98.55790578026456,1,98.7570662909867,Interval plot,99.12956517588012,0.0038049906651457,0.3724988848934174,False,Box plot,0.0125857698663405,0.0125857698663405,0.0
WDBC__13,spread,hard,WDBC,empirical,Violin plot,99.09743293335934,1,99.82045562276494,Violin plot,99.82045562276494,0.0,0.0,True,Box plot,0.0432200455869166,0.0017986731889262,0.041421372397990396
WDBC__13,spread,soft,WDBC,empirical,Violin plot,98.58952813937468,1,99.5027042233944,Violin plot,99.5027042233944,0.0,0.0,True,Box plot,0.025171539732681,0.0049978116724258,0.0201737280602552
WDBC__14,five,hard,WDBC,empirical,Dot plot,97.96338821705864,1,98.50213304745203,Dot plot,98.50213304745203,0.0,0.0,True,Dot plot,0.0152064417917365,0.0152064417917365,0.0
WDBC__14,five,soft,WDBC,empirical,Violin plot,96.9737193647204,1,96.98839379401426,Violin plot,96.98839379401426,0.0,0.0,True,Dot plot,0.0313564607973814,0.0310512019858979,0.00030525881148350115
WDBC__14,median,hard,WDBC,empirical,Box plot,99.7323321370076,2,99.15886281448547,Interval plot,99.41009604366212,0.002548678466276399,0.25123322917664836,False,Box plot,0.0084827231942766,0.0084827231942766,0.0
WDBC__14,median,soft,WDBC,empirical,Box plot,99.7323321370076,2,99.15886281448547,Interval plot,99.41009604366212,0.002548678466276399,0.25123322917664836,False,Box plot,0.0084827231942766,0.0084827231942766,0.0
WDBC__14,spread,hard,WDBC,empirical,Box plot,96.75051485724104,1,98.22350573697804,Box plot,98.22350573697804,0.0,0.0,True,Box plot,0.0180862437121623,0.0180862437121623,0.0
WDBC__14,spread,soft,WDBC,empirical,Box plot,96.2392293391269,2,97.5183368269912,Box plot,97.5183368269912,0.0,0.0,True,Box plot,0.02544816958283,0.02544816958283,0.0
WDBC__15,five,hard,WDBC,empirical,Dot plot,96.7632868845072,1,98.02077373390166,Dot plot,98.02077373390166,0.0,0.0,True,Dot plot,0.0201919061715567,0.0201919061715567,0.0
WDBC__15,five,soft,WDBC,empirical,Violin plot,97.26385836233864,1,96.82657488675083,Dot plot,97.96419968285775,0.011993255480962504,1.1376247961069197,False,Dot plot,0.0207810641411126,0.0327743196220751,-0.011993255480962504
WDBC__15,median,hard,WDBC,empirical,Box plot,99.9590841982522,2,99.27573382905288,Interval plot,99.43420258370752,0.0016053315599056997,0.15846875465463484,False,Box plot,0.0072955005519703,0.0072955005519703,0.0
WDBC__15,median,soft,WDBC,empirical,Box plot,99.9590841982522,2,99.27573382905288,Interval plot,99.43420258370752,0.0016053315599056997,0.15846875465463484,False,Box plot,0.0072955005519703,0.0072955005519703,0.0
WDBC__15,spread,hard,WDBC,empirical,Interval plot,99.59395209924404,1,98.56188344977784,Violin plot,98.59775978254986,0.0003691747607996003,0.03587633277201974,False,Box plot,0.0240299244441656,0.0145910011039405,0.009438923340225102
WDBC__15,spread,soft,WDBC,empirical,Interval plot,99.59395209924422,2,98.5618834497778,Violin plot,99.3817615660042,0.0083701571155274,0.8198781162264055,False,Box plot,0.0145910011039407,0.0145910011039407,0.0
WDBC__16,five,hard,WDBC,empirical,Dot plot,97.18774566476232,1,98.20946525954628,Dot plot,98.20946525954628,0.0,0.0,True,Dot plot,0.0182317940100959,0.0182317940100959,0.0
WDBC__16,five,soft,WDBC,empirical,Dot plot,96.13578327481537,1,98.32136895616809,Dot plot,98.32136895616809,0.0,0.0,True,Dot plot,0.017072901462349,0.017072901462349,0.0
WDBC__16,median,hard,WDBC,empirical,Interval plot,98.53621980710872,1,99.04185645538011,Dot plot,99.2040072645354,0.0016503312846679,0.16215080915529256,False,Box plot,0.0133867433802707,0.0096741274740901,0.0037126159061806
WDBC__16,median,soft,WDBC,empirical,Interval plot,98.53621980710872,1,99.04185645538011,Interval plot,99.04185645538011,0.0,0.0,True,Box plot,0.0133867433802707,0.0096741274740901,0.0037126159061806
WDBC__16,spread,hard,WDBC,empirical,Interval plot,98.12393365317276,1,99.9094527552404,Interval plot,99.9094527552404,0.0,0.0,True,Box plot,0.0231567862614099,0.0009062930710014,0.022250493190408498
WDBC__16,spread,soft,WDBC,empirical,Box plot,98.12393365317274,2,99.90945275524037,Box plot,99.90945275524037,0.0,0.0,True,Box plot,0.0009062930710015,0.0009062930710015,0.0
WDBC__17,five,hard,WDBC,empirical,Dot plot,97.28895106788777,1,98.23964550793796,Dot plot,98.23964550793796,0.0,0.0,True,Dot plot,0.0179189825346001,0.0179189825346001,0.0
WDBC__17,five,soft,WDBC,empirical,Violin plot,97.02335481891232,1,96.9848018062756,Dot plot,97.15392879535072,0.0017949355824008993,0.16912698907512436,False,Dot plot,0.0292944530389951,0.031089388621396,-0.0017949355824008993
WDBC__17,median,hard,WDBC,empirical,Box plot,99.48068904950266,2,99.1861986051248,Violin plot,99.55170431830176,0.0037016403822230995,0.3655057131769581,False,Box plot,0.0082047846002756,0.0082047846002756,0.0
WDBC__17,median,soft,WDBC,empirical,Violin plot,99.944596360205,1,99.86527917567447,Violin plot,99.86527917567447,0.0,0.0,True,Box plot,0.0082047846002756,0.0013490256617471,0.0068557589385285
WDBC__17,spread,hard,WDBC,empirical,Histogram,99.23202810971928,1,99.2728282492687,Histogram,99.2728282492687,0.0,0.0,True,Box plot,0.01659969118492,0.0073249827123432,0.0092747084725768
WDBC__17,spread,soft,WDBC,empirical,Histogram,99.15272187770948,1,98.93912584037508,Histogram,98.93912584037508,0.0,0.0,True,Box plot,0.0162194472161824,0.010722493761836,0.0054969534543464
WDBC__18,five,hard,WDBC,empirical,Dot plot,97.4399053435248,1,97.7253726333764,Dot plot,97.7253726333764,0.0,0.0,True,Dot plot,0.0232757093202092,0.0232757093202092,0.0
WDBC__18,five,soft,WDBC,empirical,Dot plot,98.0687595171329,1,98.65526052233626,Dot plot,98.65526052233626,0.0,0.0,True,Dot plot,0.0136306920740356,0.0136306920740356,0.0
WDBC__18,median,hard,WDBC,empirical,Interval plot,99.25148046918548,1,99.4685318052622,Interval plot,99.4685318052622,0.0,0.0,True,Box plot,0.0081224004295925,0.0053430787113486,0.0027793217182439005
WDBC__18,median,soft,WDBC,empirical,Interval plot,99.25148046918548,1,99.4685318052622,Interval plot,99.4685318052622,0.0,0.0,True,Box plot,0.0081224004295925,0.0053430787113486,0.0027793217182439005
WDBC__18,spread,hard,WDBC,empirical,Heatmap,98.11220672982516,1,98.11220672982516,Interval plot,98.3915841534186,0.002894078527823498,0.279377423593445,False,Box plot,0.0245717747972941,0.0192411661412666,0.0053306086560275
WDBC__18,spread,soft,WDBC,empirical,Heatmap,98.11220672982516,1,98.11220672982516,Box plot,98.39158415341863,0.0028940785278236993,0.2793774235934734,False,Box plot,0.0163470876134429,0.0192411661412666,-0.0028940785278236993
WDBC__19,five,hard,WDBC,empirical,Dot plot,97.44463250958016,1,98.80330849625528,Dot plot,98.80330849625528,0.0,0.0,True,Dot plot,0.0121118565962806,0.0121118565962806,0.0
WDBC__19,five,soft,WDBC,empirical,Violin plot,94.3102346807986,1,94.47731569673688,Dot plot,94.85203185386852,0.004181462781224998,0.37471615713164397,False,Dot plot,0.0542736728514426,0.0584551356326676,-0.004181462781224998
WDBC__19,median,hard,WDBC,empirical,Interval plot,99.00583825621712,1,99.19440831354278,Interval plot,99.19440831354278,0.0,0.0,True,Box plot,0.0103931439200575,0.0081213417182835,0.002271802201774
WDBC__19,median,soft,WDBC,empirical,Interval plot,99.00583825621712,1,99.19440831354278,Interval plot,99.19440831354278,0.0,0.0,True,Box plot,0.0103931439200575,0.0081213417182835,0.002271802201774
WDBC__19,spread,hard,WDBC,empirical,Interval plot,97.72018888407118,1,98.06859483151425,Box plot,98.16634245174517,0.001015344989921601,0.0977476202309191,False,Box plot,0.0186790859520533,0.0196944309419749,-0.001015344989921601
WDBC__19,spread,soft,WDBC,empirical,Box plot,97.72018888407116,2,98.0685948315142,Interval plot,98.06859483151425,2.0122792321330962e-16,4.263256414560601e-14,True,Box plot,0.0196944309419751,0.0196944309419751,0.0
WDBC__20,five,hard,WDBC,empirical,Dot plot,97.73619243174994,1,97.82635080007488,Dot plot,97.82635080007488,0.0,0.0,True,Dot plot,0.0222194652273941,0.0222194652273941,0.0
WDBC__20,five,soft,WDBC,empirical,Dot plot,97.4554979692816,1,98.36608254967294,Dot plot,98.36608254967294,0.0,0.0,True,Dot plot,0.0166105776297633,0.0166105776297633,0.0
WDBC__20,median,hard,WDBC,empirical,Interval plot,99.3632047579662,1,99.19223662880864,Interval plot,99.19223662880864,0.0,0.0,True,Box plot,0.0112290521692956,0.0081434132210783,0.0030856389482172997
WDBC__20,median,soft,WDBC,empirical,Interval plot,99.3632047579662,1,99.19223662880864,Interval plot,99.19223662880864,0.0,0.0,True,Box plot,0.0112290521692956,0.0081434132210783,0.0030856389482172997
WDBC__20,spread,hard,WDBC,empirical,Interval plot,98.17303550990697,1,98.33948375947958,Interval plot,98.33948375947958,0.0,0.0,True,Box plot,0.0205741511166843,0.0168855497002785,0.0036886014164057984
WDBC__20,spread,soft,WDBC,empirical,Dot plot,98.45797532568858,1,98.23156909672704,Interval plot,98.33948375947962,0.0011171241807794996,0.10791466275257733,False,Box plot,0.0168855497002784,0.0180026738810576,-0.0011171241807791978
WDBC__21,five,hard,WDBC,empirical,Dot plot,96.71265930098517,1,97.83603393146824,Dot plot,97.83603393146824,0.0,0.0,True,Dot plot,0.0221182930416779,0.0221182930416779,0.0
WDBC__21,five,soft,WDBC,empirical,Dot plot,97.30535183065844,1,97.91300950848192,Dot plot,97.91300950848192,0.0,0.0,True,Dot plot,0.0213147415445061,0.0213147415445061,0.0
WDBC__21,median,hard,WDBC,empirical,Violin plot,99.7006553064484,1,99.52713195103638,Violin plot,99.52713195103638,0.0,0.0,True,Box plot,0.0078680754452429,0.0047511471464509,0.0031169282987920004
WDBC__21,median,soft,WDBC,empirical,Violin plot,99.76950746316965,1,99.5907735412285,Violin plot,99.5907735412285,0.0,0.0,True,Box plot,0.0078680754452429,0.0041090800304115,0.0037589954148314004
WDBC__21,spread,hard,WDBC,empirical,Bar chart,99.59050088180936,2,99.59050088180936,Interval plot,99.5905008818094,6.999609225566417e-16,4.263256414560601e-14,True,Box plot,0.0183001716109069,0.0041118290857543,0.014188342525152598
WDBC__21,spread,soft,WDBC,empirical,Bar chart,99.59050088180936,1,99.59050088180936,Bar chart,99.59050088180936,0.0,0.0,True,Box plot,0.0041118290857543,0.0041118290857543,0.0
WDBC__22,five,hard,WDBC,empirical,Dot plot,97.9672822493562,1,97.82160918179908,Dot plot,97.82160918179908,0.0,0.0,True,Dot plot,0.0222690143458225,0.0222690143458225,0.0
WDBC__22,five,soft,WDBC,empirical,Dot plot,97.20490667679668,1,98.84225566748852,Dot plot,98.84225566748852,0.0,0.0,True,Dot plot,0.0117130505034831,0.0117130505034831,0.0
WDBC__22,median,hard,WDBC,empirical,Violin plot,99.2481502507482,1,99.53837794135436,Interval plot,99.56356728611556,0.0002541709209941999,0.025189344761201937,False,Box plot,0.0094922772837247,0.0046376289044777,0.004854648379247001
WDBC__22,median,soft,WDBC,empirical,Interval plot,98.92914531244716,1,99.56356728611556,Interval plot,99.56356728611556,0.0,0.0,True,Box plot,0.0094922772837247,0.0043834579834835,0.0051088193002412005
WDBC__22,spread,hard,WDBC,empirical,Violin plot,99.95091548102964,1,99.74321237034552,Violin plot,99.74321237034552,0.0,0.0,True,Box plot,0.0232658224936611,0.0025744872613589,0.0206913352323022
WDBC__22,spread,soft,WDBC,empirical,Violin plot,99.94729733627366,1,99.79005563710366,Violin plot,99.79005563710366,0.0,0.0,True,Box plot,0.0042812679262114,0.002103860565624,0.0021774073605874003
WDBC__23,five,hard,WDBC,empirical,Dot plot,97.49906939147849,1,97.57832654836916,Dot plot,97.57832654836916,0.0,0.0,True,Dot plot,0.02481773911577,0.02481773911577,0.0
WDBC__23,five,soft,WDBC,empirical,Dot plot,95.97980041575909,1,98.01381780676682,Dot plot,98.01381780676682,0.0,0.0,True,Dot plot,0.0202643080096003,0.0202643080096003,0.0
WDBC__23,median,hard,WDBC,empirical,Histogram,98.9412510501014,1,99.61883811858182,Histogram,99.61883811858182,0.0,0.0,True,Box plot,0.0100430737217892,0.003826202840917,0.006216870880872199
WDBC__23,median,soft,WDBC,empirical,Dot plot,99.01565469652006,1,99.81745044875775,Dot plot,99.81745044875775,0.0,0.0,True,Box plot,0.0100430737217892,0.0018288340407569,0.0082142396810323
WDBC__23,spread,hard,WDBC,empirical,Dot plot,98.0747542965608,1,98.05951635981242,Dot plot,98.05951635981242,0.0,0.0,True,Box plot,0.0319822529589739,0.01978883551768,0.012193417441293902
WDBC__23,spread,soft,WDBC,empirical,Dot plot,97.8119205959718,1,98.34284274448736,Dot plot,98.34284274448736,0.0,0.0,True,Box plot,0.0200861474435786,0.0168508170931995,0.003235330350379099
WDBC__24,five,hard,WDBC,empirical,Dot plot,97.516354901421,1,97.71009164483648,Dot plot,97.71009164483648,0.0,0.0,True,Dot plot,0.0234357405321761,0.0234357405321761,0.0
WDBC__24,five,soft,WDBC,empirical,Dot plot,97.04291793834032,1,98.56441774818832,Dot plot,98.56441774818832,0.0,0.0,True,Dot plot,0.0145649138361402,0.0145649138361402,0.0
WDBC__24,median,hard,WDBC,empirical,Box plot,99.59148110864326,2,99.1766364437779,Interval plot,99.55060865891387,0.003787791297605001,0.37397221513597856,False,Box plot,0.0083019911316397,0.0083019911316397,0.0
WDBC__24,median,soft,WDBC,empirical,Box plot,99.59148110864326,2,99.1766364437779,Interval plot,99.55060865891387,0.003787791297605001,0.37397221513597856,False,Box plot,0.0083019911316397,0.0083019911316397,0.0
WDBC__24,spread,hard,WDBC,empirical,Interval plot,97.7779544266558,1,98.36672071396832,Box plot,98.46244212587855,0.000988303422450201,0.0957214119102332,False,Box plot,0.015615678840829,0.0166039822632792,-0.000988303422450201
WDBC__24,spread,soft,WDBC,empirical,Box plot,97.77795442665588,2,98.36672071396832,Interval plot,98.3667207139684,7.008282842946301e-16,8.526512829121202e-14,True,Box plot,0.0166039822632792,0.0166039822632792,0.0
WDBC__25,five,hard,WDBC,empirical,Dot plot,97.66849193115512,1,98.58559859916012,Dot plot,98.58559859916012,0.0,0.0,True,Dot plot,0.0143469372904119,0.0143469372904119,0.0
WDBC__25,five,soft,WDBC,empirical,Dot plot,97.49400845643716,1,98.56311582207782,Dot plot,98.56311582207782,0.0,0.0,True,Dot plot,0.014578315284959,0.014578315284959,0.0
WDBC__25,median,hard,WDBC,empirical,Heatmap,99.36528045148948,1,99.36528045148948,Interval plot,99.64903190093278,0.0028656974824483,0.2837514494433009,False,Box plot,0.0080308635564444,0.0063877397178021,0.0016431238386423004
WDBC__25,median,soft,WDBC,empirical,Heatmap,99.36528045148948,1,99.36528045148948,Interval plot,99.64903190093278,0.0028656974824483,0.2837514494433009,False,Box plot,0.0080308635564444,0.0063877397178021,0.0016431238386423004
WDBC__25,spread,hard,WDBC,empirical,Box plot,97.8117087713984,1,98.02495832407276,Interval plot,99.59300044997842,0.016061727112888897,1.568042125905663,False,Box plot,0.0201483551709118,0.0201483551709118,0.0
WDBC__25,spread,soft,WDBC,empirical,Box plot,97.37523497891928,2,99.5930004499784,Interval plot,99.59300044997843,3.9985376121265404e-16,2.842170943040401e-14,True,Box plot,0.0040866280580232,0.0040866280580232,0.0
WDBC__26,five,hard,WDBC,empirical,Histogram,98.6183751847052,1,97.98276823394995,Dot plot,98.2777817938778,0.0030636343311525004,0.2950135599278525,False,Dot plot,0.0175239832919132,0.0205876176230657,-0.0030636343311525004
WDBC__26,five,soft,WDBC,empirical,Heatmap,96.91318298423322,1,96.91318298423322,Dot plot,98.0860399379513,0.012338290419399402,1.1728569537180817,False,Dot plot,0.0195130730454554,0.0318513634648548,-0.012338290419399402
WDBC__26,median,hard,WDBC,empirical,Interval plot,99.8788482769126,2,99.61415772449148,Histogram,99.6495160753664,0.0003562014967279999,0.035358350874929556,False,Box plot,0.0075932384222501,0.0038733678457199,0.0037198705765302
WDBC__26,median,soft,WDBC,empirical,Interval plot,99.8788482769126,2,99.61415772449148,Interval plot,99.61415772449148,0.0,0.0,True,Box plot,0.0075932384222501,0.0038733678457199,0.0037198705765302
WDBC__26,spread,hard,WDBC,empirical,Interval plot,98.04266830481204,1,98.32750913589088,Interval plot,98.32750913589088,0.0,0.0,True,Box plot,0.018832301395833,0.0170093891201667,0.0018229122756663017
WDBC__26,spread,soft,WDBC,empirical,Violin plot,98.28167878951656,1,98.45051551284668,Violin plot,98.45051551284668,0.0,0.0,True,Box plot,0.0170093891201665,0.0157387138003468,0.0012706753198197009
WDBC__27,five,hard,WDBC,empirical,Dot plot,97.25711053781542,1,97.9610625279808,Dot plot,97.9610625279808,0.0,0.0,True,Dot plot,0.0208137541529504,0.0208137541529504,0.0
WDBC__27,five,soft,WDBC,empirical,Dot plot,96.34418170736926,1,97.78647659396512,Dot plot,97.78647659396512,0.0,0.0,True,Dot plot,0.022636293720102,0.022636293720102,0.0
WDBC__27,median,hard,WDBC,empirical,Interval plot,99.05939792066016,1,99.48726008749264,Interval plot,99.48726008749264,0.0,0.0,True,Box plot,0.0071111514395749,0.0051538248420597,0.0019573265975152
WDBC__27,median,soft,WDBC,empirical,Interval plot,99.05939792066016,1,99.48726008749264,Interval plot,99.48726008749264,0.0,0.0,True,Box plot,0.0071111514395749,0.0051538248420597,0.0019573265975152
WDBC__27,spread,hard,WDBC,empirical,Heatmap,99.42978403097528,1,99.42978403097528,Heatmap,99.42978403097528,0.0,0.0,True,Box plot,0.0142223028791495,0.0057348607822287,0.0084874420969208
WDBC__27,spread,soft,WDBC,empirical,Heatmap,99.42978403097528,1,99.42978403097528,Heatmap,99.42978403097528,0.0,0.0,True,Box plot,0.0153208847056154,0.0057348607822287,0.0095860239233867
WDBC__28,five,hard,WDBC,empirical,Violin plot,95.95527175949852,1,95.98741627777716,Dot plot,97.81180112979304,0.0194317045960102,1.824384852015882,False,Dot plot,0.0223715220958182,0.0418032266918284,-0.0194317045960102
WDBC__28,five,soft,WDBC,empirical,Dot plot,98.14631197617877,1,98.73886549055744,Dot plot,98.73886549055744,0.0,0.0,True,Dot plot,0.0127724225225493,0.0127724225225493,0.0
WDBC__28,median,hard,WDBC,empirical,Interval plot,99.8711505430474,2,99.7320783483084,Heatmap,99.82981056557058,0.0009816182751812,0.09773221726217685,False,Box plot,0.0026864140016806,0.0026864140016804,1.9992688060632702e-16
WDBC__28,median,soft,WDBC,empirical,Interval plot,99.8711505430474,2,99.7320783483084,Heatmap,99.82981056557058,0.0009816182751812,0.09773221726217685,False,Box plot,0.0026864140016806,0.0026864140016804,1.9992688060632702e-16
WDBC__28,spread,hard,WDBC,empirical,Interval plot,98.06445408030044,1,99.03667599290104,Interval plot,99.03667599290104,0.0,0.0,True,Box plot,0.0282661331609081,0.0097269420388059,0.0185391911221022
WDBC__28,spread,soft,WDBC,empirical,Dot plot,98.77370602349666,1,99.127768730193,Dot plot,99.127768730193,0.0,0.0,True,Box plot,0.0097269420388062,0.0087990608583258,0.0009278811804803999
WDBC__29,five,hard,WDBC,empirical,Violin plot,97.53639865447242,1,97.6225150709174,Dot plot,97.8559960142891,0.0024440720548134023,0.23348094337170266,False,Dot plot,0.0219097865540893,0.0243538586089027,-0.0024440720548134023
WDBC__29,five,soft,WDBC,empirical,Violin plot,97.4125868946222,1,97.485264944985,Violin plot,97.485264944985,0.0,0.0,True,Dot plot,0.0362942757216319,0.0257960529361455,0.0104982227854864
WDBC__29,median,hard,WDBC,empirical,Histogram,99.13526058114032,1,99.39802325455187,Interval plot,99.48587530954111,0.0008884085955278998,0.08785205498924142,False,Box plot,0.0094408981895207,0.00605622451773,0.0033846736717907007
WDBC__29,median,soft,WDBC,empirical,Histogram,99.26674176471856,1,99.50469795865534,Histogram,99.50469795865534,0.0,0.0,True,Box plot,0.0094408981895207,0.0049776749390311,0.004463223250489601
WDBC__29,spread,hard,WDBC,empirical,Violin plot,99.84141652045275,1,99.94593799206386,Violin plot,99.94593799206386,0.0,0.0,True,Box plot,0.027656169824041,0.0005409125075242,0.0271152573165168
